store_name,city,zip_code,latitude,longitude,review_count,price_level,primary_category,target_rating,target_is_successful
Blue Water Cafe,Vancouver,V6B 5T4,49.2761945,-123.1209935,1220,4.0,Seafood,4.4,1
Tendon Kohaku,Vancouver,V6Z 2S9,49.28107123873706,-123.12179426645872,216,2.0,Japanese,4.3,1
Chambar,Vancouver,V6B 2L3,49.2801460007961,-123.109925328073,1668,2.0,Belgian,4.2,1
Chinatown BBQ,Vancouver,V6A 1T3,49.280294,-123.1015,426,2.0,Barbeque,4.4,1
Jam Cafe on Beatty,Vancouver,V6B 2L3,49.2802586,-123.1096376,1573,2.0,Breakfast & Brunch,4.4,1
Hokkaido Ramen Santouka,Vancouver,V5Z 1E9,49.263127,-123.1168917,246,2.0,Noodles,4.2,1
AnnaLena,Vancouver,V6J 5B8,49.2708261,-123.1467714,404,4.0,Canadian (New),4.5,1
OEB Breakfast Co. - Yaletown,Vancouver,V6Z 2Y3,49.273438,-123.119289,1034,2.0,Breakfast & Brunch,4.3,1
Elisa,Vancouver,V6B 5P6,49.27597599917006,-123.12142339325409,291,4.0,Steakhouses,4.3,1
Din Tai Fung 鼎泰豐,Vancouver,V6E 1A5,49.28562,-123.124798,355,3.0,Dim Sum,4.4,1
Ask For Luigi,Vancouver,V6A 1C4,49.2844485,-123.0976786,590,2.0,Italian,4.1,1
Cactus Club Cafe,Vancouver,V6C 1A8,49.28554081466174,-123.11881637137162,561,2.0,Canadian (New),4.1,1
The Red Accordion,Vancouver,V6G 1A6,49.29025,-123.131768,147,2.0,Cocktail Bars,4.6,1
Shizen Ya,Vancouver,V6Z 1V3,49.2808844,-123.1246278,618,2.0,Japanese,4.3,1
Manoush'eh,Vancouver,V6B 2G5,49.276653,-123.125728,276,1.0,Lebanese,4.8,1
JOEY Burrard,Vancouver,V6Z 1X9,49.282606,-123.1231879,686,2.0,Canadian (New),4.1,1
LOCAL Public Eatery Gastown,Vancouver,V6A 1B2,49.2836468,-123.1039495,196,2.0,Gastropubs,4.3,1
Medina Cafe,Vancouver,V6B 3A4,49.2804429972571,-123.117036269849,2791,2.0,Breakfast & Brunch,4.2,1
Botanist,Vancouver,V6C 0B9,49.2882901,-123.116555,476,3.0,Canadian (New),4.3,1
Tap & Barrel - Convention Centre,Vancouver,V6C 0C3,49.289845529586,-123.116857235515,390,2.0,Comfort Food,3.8,0
Lupo,Vancouver,V6B 2R7,49.278222058049096,-123.11735347768747,496,3.0,Italian,4.3,1
Pourhouse Restaurant,Vancouver,V6B 1B2,49.2841134475502,-123.10842879595,606,2.0,Cocktail Bars,4.0,1
Tom Sushi,Vancouver,V6E 1N2,49.2815608,-123.1327476,392,2.0,Sushi Bars,4.7,1
Fritz European Fry House,Vancouver,V6Z 1B6,49.2772045,-123.1265253,909,2.0,Fast Food,4.2,1
Fat Mao Noodles,Vancouver,V6Z 2S5,49.27982129999999,-123.1267997,127,2.0,Noodles,4.4,1
Saku,Vancouver,V5Z 1E9,49.2631006,-123.11667523250104,298,2.0,Japanese,4.3,1
Alchemy Bar and Kitchen,Vancouver,V6B 6K3,49.27422,-123.124,31,,Cocktail Bars,4.3,1
Kokoro Tokyo Mazesoba,Vancouver,V6B 3H6,49.2833927,-123.115078,518,2.0,Japanese,4.1,1
Sura Korean Cuisine,Vancouver,V6G 1C3,49.2888601838143,-123.131742169312,482,2.0,Korean,4.1,1
The Fish Counter,Vancouver,V5V 3P2,49.250774041930285,-123.1012792,394,2.0,Fish & Chips,4.4,1
Nightingale,Vancouver,V6E 0C4,49.2874110331456,-123.117770967577,649,3.0,Live/Raw Food,4.2,1
Maruhachi Ra-men,Vancouver,V6G 2J6,49.2905691,-123.1333951,809,2.0,Ramen,4.3,1
Okeya Kyujiro,Vancouver,V6B 2T4,49.27581579131156,-123.1197521,44,,Sushi Bars,4.8,1
Salmon n' Bannock,Vancouver,V6H 1G5,49.2631378,-123.1296705,270,2.0,Canadian (New),4.5,1
Sooda Korean BBQ,Vancouver,V6B 1C9,49.28256,-123.10628,65,,Korean,4.6,1
Hokkaido Ramen Santouka,Vancouver,V6G 1C7,49.290236,-123.133811,1012,2.0,Ramen,4.2,1
Happy Noodle House,Vancouver,V6B 2G5,49.27664,-123.12578,236,2.0,Dim Sum,4.6,1
Kishimoto Japanese Kitchen,Vancouver,V5N 4A9,49.2665099,-123.06935,554,3.0,Japanese,4.4,1
Nook,Vancouver,V6G,49.2917554,-123.1352974,346,2.0,Italian,4.2,1
Tokyo In April,Vancouver,V6B 2L1,49.2806813,-123.1073936,129,2.0,Japanese,4.4,1
L'Abattoir,Vancouver,V6B 2J1,49.2831869855333,-123.104450140894,621,3.0,French,4.2,1
St Lawrence Restaurant,Vancouver,V6A 1G3,49.2832584031253,-123.097993419888,196,3.0,French,4.4,1
Mazahr Lebanese Kitchen,Vancouver,V6H 1H1,49.2615511,-123.1383052,83,,Lebanese,4.7,1
Calabash Bistro,Vancouver,V6B 2J7,49.281004479966,-123.104228199529,308,2.0,Caribbean,4.0,1
Pink Peppercorn Seafood House,Vancouver,V5N 2R6,49.2493583,-123.0739159,164,3.0,Seafood,4.4,1
Tap & Barrel - Bridges,Vancouver,V6H 3S4,49.2727468,-123.1359964,156,3.0,Breakfast & Brunch,4.3,1
Five Sails Restaurant,Vancouver,V6C 3E1,49.2880313351364,-123.113292160758,245,4.0,French,4.4,1
Published on Main,Vancouver,V5V 3N4,49.25283186017385,-123.10116032897228,201,,Tapas/Small Plates,4.3,1
Ramen DANBO - Kitsilano,Vancouver,V6J 1M4,49.26828,-123.146431,561,2.0,Ramen,4.3,1
Sawasdee Thai Restaurant,Vancouver,V5V 3P9,49.24703,-123.1008,378,2.0,Thai,4.0,1
Riley's Vancouver,Vancouver,V6C 3L6,49.287641996861865,-123.1151089,189,,Seafood,4.3,1
ARC Restaurant,Vancouver,V6C 3L5,49.28733537787621,-123.11385049155078,225,3.0,Canadian (New),4.0,1
Dovetail,Vancouver,V6B 5P9,49.275993633246756,-123.120331,68,,American,4.3,1
Twisted Fork,Vancouver,V6B 2J2,49.283155,-123.104441,1151,2.0,French,4.1,1
Oku Izakaya Bar,Vancouver,V6B 4K7,49.283441,-123.1044594,27,,Sushi Bars,4.7,1
Zarak By Afghan Kitchen,Vancouver,V5T 0K1,49.266224,-123.1006089,151,,Afghan,4.5,1
The Magnet,Vancouver,V6B 1T3,49.28242131064444,-123.11118325952978,37,,Beer Bar,4.6,1
Kozak Ukrainian Restaurant,Vancouver,V6C 3N8,49.28266968028282,-123.1045676752585,112,2.0,Ukrainian,4.6,1
iDen & Quan Ju De Beijing Duck House,Vancouver,V5Z 2V5,49.26021,-123.1148451,227,,Chinese,3.6,0
Earls Kitchen + Bar,Vancouver,V6E 1B5,49.285968141691775,-123.12656576441812,246,2.0,Canadian (New),3.8,0
Chop Steakhouse & Bar,Vancouver,V6C 0C3,49.28853572427664,-123.11514429303064,105,,Steakhouses,4.1,1
The Mackenzie Room,Vancouver,V6A 1G7,49.2832349,-123.0948578,219,4.0,Canadian (New),4.5,1
Le Crocodile Restaurant,Vancouver,V6Z 2N2,49.2825393,-123.1252052,498,4.0,French,4.3,1
Encore Suite,Vancouver,V6B 6G1,49.2776420028873,-123.109174971689,3,2.0,Sports Bars,4.3,1
Ray's,Vancouver,V6B 5P6,49.275365,-123.121483,22,,American,4.4,1
Linh Cafe,Vancouver,V6Z 1N2,49.2746716,-123.12989802,366,2.0,Vietnamese,3.9,0
Zakkushi on Denman,Vancouver,V6G 2L7,49.291208,-123.136248,285,3.0,Japanese,4.2,1
Score on Davie,Vancouver,V6J 5L1,49.2823221457395,-123.134614739512,382,2.0,Sports Bars,4.3,1
Cockney Kings Fish & Chips,Vancouver,V6J 1C8,49.272672,-123.148627,48,,Fish & Chips,4.8,1
Jeju,Vancouver,V5T 1X4,49.26228121460416,-123.0920469229725,19,,Korean,4.5,1
ONIGIRI YA,Vancouver,V5Z 1E6,49.26339,-123.11652,17,,Japanese,4.6,1
Bodega On Main,Vancouver,V6A 2W1,49.27548853708847,-123.09968391901442,246,2.0,Spanish,3.8,0
Rodney's Oyster House,Vancouver,V6B 6L2,49.274326,-123.123131,909,2.0,Seafood,4.0,1
The Northern Cafe and Grill,Vancouver,V5P 2S7,49.208549754278906,-123.0724741261907,337,2.0,Cafes,4.7,1
Caveman Cafe,Vancouver,V6B 6N8,49.280802324947445,-123.10703500282291,313,2.0,Organic Stores,4.4,1
The 515 bar,Vancouver,V6B 3H6,49.283842,-123.1144244,21,2.0,Beer Bar,4.7,1
Tableau Bar Bistro,Vancouver,V6E 0A3,49.287494,-123.1235689,335,2.0,Bars,4.0,1
Nuba in Gastown,Vancouver,V6B 1K6,49.2827625062516,-123.109646101134,838,3.0,Mediterranean,4.0,1
Cactus Club Cafe,Vancouver,V6E 1V3,49.28689653721021,-123.14273036,391,2.0,Canadian (New),3.8,0
Browns Socialhouse QE Theatre,Vancouver,V6B 2P1,49.279919,-123.112788,85,2.0,Burgers,4.3,1
Kook Korean BBQ,Vancouver,V5M 4N9,49.26894,-123.04565,212,3.0,Korean,4.2,1
Burgoo Bistros,Vancouver,V5T 3G5,49.25765498958033,-123.100815,535,2.0,Comfort Food,3.9,0
KINTON RAMEN ROBSON,Vancouver,V6B 0H3,49.27955,-123.117318,37,,Ramen,4.4,1
Fable Diner,Vancouver,V5T 1W1,49.2630749,-123.1019822,359,2.0,Diners,3.9,0
Alouette Bistro,Vancouver,V6C 2E8,49.2853,-123.11829,158,,French,4.3,1
Dosanko,Vancouver,V6A 1G9,49.28278,-123.09194,115,2.0,Japanese,4.0,1
Zoomak Korean Tavern,Vancouver,V6E 2M6,49.28343,-123.10292,71,,Korean,4.2,1
Suyo Modern Peruvian,Vancouver,V5V 3M9,49.2540292,-123.10106599580521,73,,Peruvian,4.5,1
Fresh Donair,Vancouver,V6Z 1L4,49.2792016361722,-123.12335201658,59,2.0,Donairs,4.7,1
John 3:16 Malaysian Delights,Vancouver,V6H 1E2,49.26371,-123.12812,85,2.0,Malaysian,4.2,1
Burger Crush,Vancouver,V6Z 1V3,49.27977707759172,-123.12350184856517,87,2.0,Burgers,4.3,1
Alley 16,Vancouver,V5Y 1Z2,49.257017,-123.11474,20,,Barbeque,4.6,1
Robba Da Matti,Vancouver,V6A 1E7,49.283146323514835,-123.10375675641403,35,,Italian,4.6,1
Earls Kitchen + Bar,Vancouver,V6Z 1V3,49.281536,-123.12368,334,2.0,Canadian (New),3.7,0
Six Acres,Vancouver,V6B 2J2,49.283363150344336,-123.1044223000027,324,2.0,Pubs,3.9,0
Banana Leaf,Vancouver,V6E 1N2,49.28001,-123.13009,265,2.0,Malaysian,3.6,0
The Parlour,Vancouver,V6B 5T4,49.276835,-123.120221,503,2.0,Pizza,3.9,0
Mr Shawarma,Vancouver,V6E 1B2,49.28526,-123.12075,227,1.0,Middle Eastern,4.4,1
LIFT Bar Grill View,Vancouver,V6G 3H5,49.2937369332823,-123.12959515314152,353,3.0,Seafood,3.5,0
Mount Everest Kitchen & Grill,Vancouver,V6B 3J5,49.28343057225757,-123.1142148824853,113,2.0,Indian,4.6,1
Anh and Chi,Vancouver,V5V 3M7,49.2550314422938,-123.100882202153,796,3.0,Vietnamese,4.0,1
Nero Waffles,Vancouver,V6B 3M6,49.27834403099929,-123.12204465357301,617,2.0,Waffles,4.4,1
Skewers Souvlaki Pita Bar,Vancouver,V6A 1E7,49.28317,-123.10286,60,,Greek,4.6,1
Les Faux Bourgeois,Vancouver,V5T 2R6,49.2572813531481,-123.089767330802,512,2.0,French,3.9,0
España Restaurant,Vancouver,V6G 2M8,49.2880552,-123.1404114,269,2.0,Spanish,4.2,1
Raisu,Vancouver,V6K 1P1,49.2679990419609,-123.158381134272,591,3.0,Japanese,4.3,1
Noah's Cafe,Vancouver,V6G 2M8,49.28827635407216,-123.1400279,65,,Japanese,4.7,1
Seaport City Seafood Restaurant,Vancouver,V5Z 4M5,49.263921119674905,-123.115152,116,3.0,Dim Sum,4.2,1
Horin Tonkotsu Ramen ,Vancouver,V6E 1C1,49.28617,-123.12749,224,2.0,Ramen,4.2,1
Banana Leaf,Vancouver,V5Z 1J8,49.26302,-123.1225,351,2.0,Malaysian,3.7,0
La Grotta Del Formaggio,Vancouver,V5N 4A4,49.2688848,-123.0697849,230,1.0,Delis,4.3,1
Sushi Jin,Vancouver,V6Z 1A8,49.2795794102629,-123.123817518353,154,3.0,Japanese,4.6,1
The Greek By Anatoli,Vancouver,V6B,49.276285,-123.1197178,298,2.0,Greek,3.8,0
Big Way Hot Pot,Vancouver,V6Z 1A1,49.281753,-123.120701,63,,Hot Pot,4.1,1
Saba Foods,Vancouver,V6H 3J4,49.260076553366275,-123.13904964662748,35,,Halal,4.4,1
Superbaba,Vancouver,V5T 3E1,49.2633297,-123.1012681,94,,Middle Eastern,4.6,1
Elem Vancouver,Vancouver,V5T 3C5,49.266199,-123.100564,29,,Canadian (New),4.3,1
Captain's Oven Pizza,Vancouver,V6E 2S1,49.287574432889535,-123.121025,81,,Pizza,4.5,1
Song,Vancouver,V5T 1W5,49.2629749,-123.0986667,61,,Thai,4.4,1
Vij's Restaurant,Vancouver,V5Z 2W2,49.25754,-123.11479,478,3.0,Indian,4.0,1
Maruhachi Ra-Men,Vancouver,V6B 0E7,49.27854065320407,-123.1157914,282,2.0,Ramen,4.1,1
Homura Yakiniku,Vancouver,V5Z 1K7,49.263136,-123.125637,24,,Japanese,4.4,1
Wow Full Noodle House,Vancouver,V6B 1Y4,49.28255,-123.1145,29,,Noodles,4.7,1
Toyokan Bowl,Vancouver,V6J 4W2,49.27055,-123.14762,58,,Japanese,4.7,1
The Mexican Antojitos Y Cantina,Vancouver,V6Z 1L4,49.2787726,-123.1240268,436,2.0,Mexican,4.3,1
Minami,Vancouver,V6B 2T9,49.2752733,-123.1207029,846,3.0,Japanese,4.1,1
Jerusalem Shawarma,Vancouver,V6B 2B7,49.280356,-123.118634,39,,Middle Eastern,4.6,1
The Patty Shop,Vancouver,V6L 2N8,49.250721434013,-123.167994263811,124,1.0,Caribbean,4.4,1
Fat Mao,Vancouver,V6A 1Z6,49.27881,-123.09893,281,2.0,Asian Fusion,4.0,1
TAKO,Vancouver,V6B 0J5,49.278816,-123.1078822,235,1.0,Korean,4.0,1
Steamworks,Vancouver,V6B 5C6,49.28498,-123.11084,906,2.0,Pubs,3.6,0
Angus T,Vancouver,V6B 2T4,49.2762326068102,-123.119233623147,125,2.0,Cafes,4.3,1
Showcase Restaurant & Bar,Vancouver,V6E 4R5,49.2879858,-123.1204414,145,2.0,Seafood,4.1,1
Jinmi,Vancouver,V6B 2R5,49.27852246473989,-123.1143514,54,,Seafood,4.6,1
Pholicious,Vancouver,V6B 1L6,49.28297,-123.11279,194,1.0,Vietnamese,4.3,1
New Amsterdam Café,Vancouver,V6B 1H6,49.283004,-123.110008,79,1.0,Cafes,3.9,0
Chili Pepper House,Vancouver,V5R 5J6,49.236254639793266,-123.04171146419897,174,2.0,Hakka,3.8,0
Meat & Bread,Vancouver,V6B 1H7,49.2826255017147,-123.109336831057,825,2.0,Sandwiches,4.2,1
Brass Fish Tavern,Vancouver,V6C 0B2,49.2873401,-123.1169064,40,,American,3.9,0
Boulevard Kitchen & Oyster Bar,Vancouver,V6Z 2K6,49.28308087619499,-123.12390486886844,333,3.0,Seafood,4.0,1
New Fuji,Vancouver,V6J 5B8,49.27082027992868,-123.14700923860073,86,,Japanese,4.3,1
Gyu-Kaku Japanese BBQ,Vancouver,V6Z 2H1,49.28031,-123.12467,425,2.0,Japanese,4.0,1
Zab Zaab Thai Cuisine,Vancouver,V6B 6K3,49.27493,-123.12321,61,,Thai,4.5,1
Mean Poutine,Vancouver,V6Z 1A8,49.2794438014385,-123.123368918896,309,1.0,Hot Dogs,3.9,0
The Roof,Vancouver,V6E 1A3,49.28451306907681,-123.12288371469234,98,3.0,Seafood,3.8,0
Black Frog Eatery,Vancouver,V6B 2M8,49.284598,-123.108687,240,2.0,Pubs,3.8,0
Brunch,Vancouver,V6Z 1M1,49.2778182,-123.1254634,82,,Breakfast & Brunch,4.5,1
Guu Original Thurlow,Vancouver,V6E 1W2,49.2839786648396,-123.125567978574,841,2.0,Japanese,4.1,1
District Bar & Restaurant,Vancouver,V6B 6P5,49.2778742,-123.1141061,111,2.0,Cocktail Bars,3.8,0
La Taqueria Pinche Taco Shop,Vancouver,V5Z 3V6,49.263617,-123.112593,711,2.0,Mexican,4.2,1
New Town Bakery & Restaurant,Vancouver,V6A 1T3,49.280153,-123.101201,483,1.0,Bakeries,3.8,0
Oyster Express,Vancouver,V6A 1X5,49.2792784082144,-123.097397130932,175,2.0,Seafood,4.5,1
Axum Restaurant,Vancouver,V6A 1S4,49.2814936637038,-123.07779582314,82,2.0,Ethiopian,4.4,1
Moltaqa Moroccan Restaurant,Vancouver,V6B 6J8,49.27642,-123.11897,80,,Moroccan,3.8,0
Granville Kebab & Poutine,Vancouver,V6Z 1L4,49.279271,-123.123571,26,,Kebab,4.7,1
Dynasty Seafood Restaurant,Vancouver,V5Z 4J7,49.2635999,-123.12138,375,2.0,Dim Sum,3.6,0
Honey Salt,Vancouver,V6B 0R3,49.2753742,-123.1128477,323,2.0,Canadian (New),3.5,0
Guu Toramasa,Vancouver,V6B 5J3,49.281099,-123.118641,29,,Japanese,4.2,1
Osteria Savio Volpe,Vancouver,V5T 3K5,49.2574913,-123.0909344,500,3.0,Italian,4.2,1
Sushi Hil,Vancouver,V5V 3M7,49.2554661,-123.1011451,56,,Japanese,4.6,1
Social Corner,Vancouver,V6B 5S3,49.2785831916346,-123.118480343303,335,3.0,Pizza,3.6,0
Straight Outta Brooklyn NYC Pizzeria,Vancouver,V6B 2B2,49.2791165,-123.1166227,262,1.0,Pizza,4.1,1
Bahar Cafe,Vancouver,V6B 1A6,49.28069,-123.11846,42,,Cafes,4.8,1
Nero Waffles,Vancouver,V6G 1C9,49.2907208,-123.1339952,686,2.0,Desserts,4.3,1
Pho 37,Vancouver,V6G 2G5,49.28909,-123.13232,67,,Vietnamese,4.6,1
Market Grill,Vancouver,V6H 3R9,49.2726237,-123.1356235,69,2.0,Burgers,4.0,1
Yolks ,Vancouver,V6Z 1B8,49.278737,-123.128973,57,2.0,Breakfast & Brunch,4.5,1
Casa Molina,Vancouver,V5Y 1K1,49.2653818849428,-123.10693791840268,21,,Spanish,4.2,1
Emeri Matcha Bar,Vancouver,V5T 3G1,49.25985515950016,-123.10136160271885,13,,Cafes,4.6,1
Seasons In the Park,Vancouver,V5Y 2M5,49.2416705486198,-123.112535476685,599,3.0,Seafood,4.0,1
The Cozy Wok,Vancouver,V6G 2L8,49.290818,-123.13601,21,,Chinese,4.7,1
Le Petit Belge,Vancouver,V6B 2B2,49.278975790117805,-123.11652050282801,419,2.0,Breakfast & Brunch,4.2,1
Juicy Joe’s,Vancouver,V6J 1M9,49.26796,-123.1506,10,,Burgers,4.9,1
Big Way Hot Pot,Vancouver,V6G 1C1,49.288625,-123.130664,17,,Hot Pot,4.6,1
Cuchillo,Vancouver,V6A 2Z1,49.283262611469,-123.098110155039,314,2.0,Latin American,4.2,1
Tre Viet,Vancouver,V6G 1T2,49.28812950568292,-123.1403068,41,,Vietnamese,4.7,1
AJ's Brooklyn Pizza Joint,Vancouver,V5T 1W5,49.2629437687572,-123.098307028413,194,2.0,Pizza,4.2,1
The Morrissey Pub,Vancouver,V6Z 1M5,49.2769058,-123.1268211,189,2.0,Pubs,3.7,0
Nando's Peri-Peri,Vancouver,V6Z 2S2,49.2778795,-123.1276493,244,2.0,Portuguese,3.6,0
Indian Roti Kitchen,Vancouver,V5Z 2V7,49.25901,-123.11538,174,2.0,Indian,4.5,1
CRAFT Beer Market False Creek,Vancouver,V5Y 0C4,49.2705604,-123.1063494,557,2.0,Beer Bar,3.4,0
Kamei on Broadway,Vancouver,V5Z 4C2,49.263643,-123.118152,32,,Japanese,4.3,1
Mount Pleasant Vintage & Provisions,Vancouver,V5Y 1K2,49.2657766,-123.1060929,36,,Tapas/Small Plates,4.2,1
Pizzeria Ludica,Vancouver,V6B 6L4,49.2800427277576,-123.108486811639,208,2.0,Pizza,4.0,1
Haidilao Hotpot,Vancouver,V6K 2H4,49.26395,-123.17622,78,,Hot Pot,4.5,1
Maxine's Cafe & Bar,Vancouver,V6Z 2B7,49.27807,-123.13131,164,2.0,Bars,4.3,1
Pizza Rubato Napoletana,Vancouver,V5Z 1E6,49.2635503,-123.1170685,24,,Pizza,4.3,1
Nook,Vancouver,V6E 4C4,49.287449268451944,-123.12319323420523,10,,Italian,4.3,1
Toshi Sushi,Vancouver,V5T 4R2,49.256699,-123.101936,475,2.0,Sushi Bars,4.3,1
Cactus Club Cafe,Vancouver,V5Z 1E6,49.2633734327403,-123.117130327243,176,2.0,Canadian (New),3.8,0
Sake Dining HASHIGO by Zakkushi,Vancouver,V6Z 3B4,49.27658,-123.12765,29,,Japanese,4.6,1
Thierry,Vancouver,V6E 1A1,49.2848818,-123.1228949,1042,2.0,Patisserie/Cake Shop,4.0,1
Green Leaf Sushi,Vancouver,V6R 2B3,49.2642679,-123.1801,422,2.0,Sushi Bars,3.9,0
Ignite Pizzeria,Vancouver,V6B 1T2,49.27724,-123.11858,57,,Pizza,4.6,1
The Ballyhoo Public House,Vancouver,V6Z 1X9,49.28210210327892,-123.12397015451256,29,,Pubs,4.1,1
Batard Boulangerie & Cafe Moderne,Vancouver,V5V 4E4,49.2495337429805,-123.089919893626,165,2.0,Coffee & Tea,4.4,1
Los Elotes,Vancouver,V5Z 1E6,49.26332,-123.11646,1,,Food Trucks,5.0,1
Maple Grill Restaurant & Catering,Vancouver,V6J 1Z3,49.2639098,-123.149756,29,2.0,Kosher,4.3,1
Lavantine Restaurant and Skybar,Vancouver,V6C 1K7,49.28583518616461,-123.11640185767048,22,,Middle Eastern,4.5,1
Fantastico Pizza 2001,Vancouver,V6B 1V5,49.284057261538024,-123.1136320546639,63,1.0,Pizza,4.1,1
Homer St. Cafe and Bar,Vancouver,V6B 2W5,49.27842589023651,-123.11812388962129,404,2.0,Canadian (New),3.8,0
Pho Khanh Express,Vancouver,V6B 1M7,49.2763,-123.11561,80,,Vietnamese,4.4,1
Ramen DANBO,Vancouver,V6M 2A3,49.23480431478797,-123.15913584083317,31,2.0,Ramen,4.4,1
Bacchus Restaurant & Lounge,Vancouver,V6Z 1T9,49.28229823003116,-123.12255606127431,231,3.0,Lounges,4.1,1
Gotham Steakhouse & Bar,Vancouver,V6B 3K3,49.28290359590047,-123.115883832301,477,4.0,Steakhouses,4.1,1
Kulinarya,Vancouver,V5L 3X2,49.2744901,-123.0693269,85,2.0,Filipino,4.0,1
Haliná,Vancouver,V5K 1Y8,49.281312044621686,-123.0557762,17,,Filipino,4.6,1
Harbour Oyster + Bar,Vancouver,V5L 3X9,49.2718946138822,-123.069181591272,103,2.0,Cocktail Bars,4.1,1
The Acorn,Vancouver,V5V 3P5,49.24958,-123.10143,506,2.0,Vegan,3.9,0
Giardino,Vancouver,V6Z 1W5,49.276991,-123.1301021,144,3.0,Italian,3.9,0
Pizzamia Gourmet Pizza Bar,Vancouver,V5Y 1R4,49.2633224,-123.1132569,7,,Pizza,4.7,1
Tasty Indian Bistro,Vancouver,V6B 6K3,49.2744011,-123.1236818,278,2.0,Indian,4.1,1
The Madras Diaries,Vancouver,V5V 3C7,49.253434,-123.082,17,,Indian,4.7,1
Como Taperia,Vancouver,V5T 0B4,49.2647449,-123.1006898,111,,Tapas Bars,3.7,0
Takenaka Uni Bar,Vancouver,V6A 1E7,49.283034,-123.1030239,73,,Seafood,4.5,1
Perfecto Cafe,Vancouver,V6B 2G6,49.276804,-123.125213,32,2.0,Cafes,4.1,1
Ash Street Bistro,Vancouver,V5Z,49.233925,-123.118871,13,2.0,Bistros,4.2,1
Pho Mimosa,Vancouver,V6Z 1M1,49.27773011592513,-123.1256381,48,2.0,Vietnamese,4.2,1
The Farmhouse,Vancouver,V5T 1Z7,49.26185879464837,-123.09710762514682,46,,Italian,4.0,1
Good Thief,Vancouver,V5V 3M7,49.25534,-123.10106,30,,Vietnamese,4.4,1
Black+Blue Vancouver,Vancouver,V6E 1A3,49.2845587688053,-123.122869190308,873,4.0,Steakhouses,3.5,0
Marulilu Cafe,Vancouver,V5Y 1R4,49.26338,-123.11415,303,2.0,Cafes,4.0,1
Yama Cafe,Vancouver,V5L 1T9,49.2813049,-123.0632877,109,2.0,Cafes,4.4,1
The Dirty Apron Delicatessen,Vancouver,V6B 2L3,49.2805632,-123.1091772,74,2.0,Cafes,4.5,1
Whole Food Market,Vancouver,V5Z 1C6,49.2640495,-123.1150513,17,1.0,Coffee & Tea,3.9,0
Caffe La Tana,Vancouver,V5L 3W3,49.2788597356837,-123.070581380828,71,,Cafes,4.5,1
Nana's Green Tea,Vancouver,V6M 1Z6,49.267587,-123.1086543,214,2.0,Desserts,4.2,1
Bam Bam,Vancouver,V6B 4P4,49.27884508068396,-123.11286394504681,17,,Bakeries,4.4,1
Cafe & Life Co.,Vancouver,V5Z 2T5,49.265218,-123.116184,20,,Cafes,4.5,1
Le Marché St. George,Vancouver,V5V 4A3,49.2456344,-123.0941734,197,2.0,Cafes,4.1,1
Honeybrew,Vancouver,V6Z 2S7,49.27770339765184,-123.1269430835161,43,2.0,Bistros,4.1,1
European Breads,Vancouver,V5V 4G3,49.2463202,-123.0899976,26,1.0,Bakeries,3.7,0
Trafiq Cafe & Bakery,Vancouver,V5V 3R1,49.2474862,-123.1011218,339,2.0,Cafes,4.4,1
Caffe Di Beppe,Vancouver,V6B 1C9,49.28235624721356,-123.1045101,21,,Cafes,4.3,1
