store_name,city,latitude,longitude,target_rating,target_is_successful,competitor_count_500m,nearest_transit_distance_m
LOCAL Public Eatery Gastown,Vancouver,49.2836468,-123.1039495,4.3,1,29,142.87222344169612
Tap & Barrel - Convention Centre,Vancouver,49.289845529586,-123.116857235515,3.8,0,22,345.6260323306837
Social Corner- Coal Harbour,Vancouver,49.28789956950066,-123.11817217614248,4.5,1,38,119.03831206827327
Kozak Ukrainian Restaurant,Vancouver,49.28266968028282,-123.1045676752585,4.6,1,39,25.769941909627654
Encore Suite,Vancouver,49.2776420028873,-123.109174971689,4.3,1,24,143.18947504303492
Nook,Vancouver,49.2917554,-123.1352974,4.2,1,20,73.23016013922218
Alouette Bistro,Vancouver,49.2853,-123.11829,4.3,1,55,85.34953640145096
Alchemy Bar and Kitchen,Vancouver,49.27422,-123.124,4.3,1,27,128.93725279774492
Okeya Kyujiro,Vancouver,49.27581579131156,-123.1197521,4.8,1,43,97.53086948772435
Suyo Modern Peruvian,Vancouver,49.2540292,-123.1010659958052,4.5,1,8,35.312608922287225
Le Crocodile Restaurant,Vancouver,49.2825393,-123.1252052,4.3,1,39,57.470293970622656
Pink Peppercorn Seafood House,Vancouver,49.2493583,-123.0739159,4.4,1,2,90.19437534294747
Pourhouse Restaurant,Vancouver,49.2841134475502,-123.10842879595,4.0,1,48,94.96230478590621
Linh Cafe,Vancouver,49.2746716,-123.12989802,3.9,0,23,89.95986943766403
The Northern Cafe and Grill,Vancouver,49.208549754278906,-123.0724741261907,4.7,1,0,269.1526903356999
Hokkaido Ramen Santouka,Vancouver,49.290236,-123.133811,4.2,1,24,12.129937086738893
ARC Restaurant,Vancouver,49.28733537787621,-123.11385049155078,4.0,1,35,62.29366163490229
iDen & Quan Ju De Beijing Duck House,Vancouver,49.26021,-123.1148451,3.6,0,22,24.224472265820076
The Sandbar Seafood Restaurant,Vancouver,49.271502,-123.134151,3.7,0,12,361.01066746939097
Five Sails Restaurant,Vancouver,49.2880313351364,-123.113292160758,4.4,1,31,125.02085569037105
Dinesty Dumpling House,Vancouver,49.2908176,-123.1343912,3.9,0,23,84.88591901852101
St Lawrence Restaurant,Vancouver,49.2832584031253,-123.097993419888,4.4,1,19,10.930447176184115
Rodney's Oyster House,Vancouver,49.274326,-123.123131,4.0,1,29,74.32290006895414
Twisted Fork,Vancouver,49.283155,-123.104441,4.1,1,36,80.50847009876263
Dosanko,Vancouver,49.28278,-123.09194,4.0,1,7,113.23606455596943
España Restaurant,Vancouver,49.2880552,-123.1404114,4.2,1,9,59.12639236246667
Nero Waffles,Vancouver,49.27834403099929,-123.122044653573,4.4,1,59,64.19859942071194
Peaked Pies,Vancouver,49.2896489,-123.1384797,4.4,1,22,51.52549399575768
John 3:16 Malaysian Delights,Vancouver,49.26371,-123.12812,4.2,1,10,48.203133682204864
Cockney Kings Fish & Chips,Vancouver,49.272672,-123.148627,4.8,1,7,27.832981356298493
ONIGIRI YA,Vancouver,49.26339,-123.11652,4.6,1,23,6.678860193750218
Nuba in Gastown,Vancouver,49.2827625062516,-123.109646101134,4.0,1,54,58.25295567289824
The Magnet,Vancouver,49.28242131064444,-123.11118325952978,4.6,1,53,14.671275283084992
Sooda Korean BBQ,Vancouver,49.28256,-123.10628,4.6,1,39,73.97469700318338
Anh and Chi,Vancouver,49.2550314422938,-123.100882202153,4.0,1,10,7.911230767375117
Jeju,Vancouver,49.26228121460416,-123.0920469229725,4.5,1,7,36.45769331633955
Robba Da Matti,Vancouver,49.283146323514835,-123.10375675641404,4.6,1,32,100.90842140528632
The Mexican Antojitos Y Cantina,Vancouver,49.2787726,-123.1240268,4.3,1,58,107.3608701761091
Zarak By Afghan Kitchen,Vancouver,49.266224,-123.1006089,4.5,1,8,29.49789035253302
The Mackenzie Room,Vancouver,49.2832349,-123.0948578,4.5,1,8,82.75986997150278
Published on Main,Vancouver,49.25283186017385,-123.10116032897228,4.3,1,8,48.80749788810439
Marulilu Cafe,Vancouver,49.26338,-123.11415,4.0,1,20,31.853446860580696
Bodega On Main,Vancouver,49.27548853708847,-123.09968391901442,3.8,0,9,19.200560082215784
Burger Crush,Vancouver,49.27977707759172,-123.12350184856516,4.3,1,50,69.2665965867354
Maruhachi Ra-Men,Vancouver,49.27854065320407,-123.1157914,4.1,1,44,66.46283794191034
Dovetail,Vancouver,49.27599363324675,-123.120331,4.3,1,47,138.4214740908193
Takenaka,Vancouver,49.2783093,-123.0755801,4.3,1,4,235.49404203295592
Angus T,Vancouver,49.2762326068102,-123.119233623147,4.3,1,49,66.5077691612502
Minami,Vancouver,49.2752733,-123.1207029,4.1,1,35,118.4290638563887
Tap & Barrel - Bridges,Vancouver,49.2727468,-123.1359964,4.3,1,12,377.35230127381806
La Grotta Del Formaggio,Vancouver,49.2688848,-123.0697849,4.3,1,3,95.41351845558347
The Patty Shop,Vancouver,49.250721434013,-123.167994263811,4.4,1,0,103.1138465134243
Zab Zaab Thai Cuisine,Vancouver,49.27493,-123.12321,4.5,1,31,50.53700969207118
Fresh Donair,Vancouver,49.2792016361722,-123.12335201658,4.7,1,59,96.84285121907533
Homura Yakiniku,Vancouver,49.263136,-123.125637,4.4,1,12,195.28401074863635
Banana Leaf,Vancouver,49.28001,-123.13009,3.6,0,28,64.92180091664216
Seaport City Seafood Restaurant,Vancouver,49.263921119674905,-123.115152,4.2,1,20,63.029969693515326
Superbaba,Vancouver,49.2633297,-123.1012681,4.6,1,12,36.18236811168609
Earls Kitchen + Bar,Vancouver,49.281536,-123.12368,3.7,0,42,94.75953933089058
Oku Izakaya Bar,Vancouver,49.283441,-123.1044594,4.7,1,31,111.8033469853145
Mount Everest Kitchen & Grill,Vancouver,49.28343057225757,-123.1142148824853,4.6,1,54,57.847696312459725
Les Faux Bourgeois,Vancouver,49.2572813531481,-123.089767330802,3.9,0,6,43.73532179066232
Elem Vancouver,Vancouver,49.266199,-123.100564,4.3,1,8,31.427079382194197
Toyokan Bowl,Vancouver,49.27055,-123.14762,4.7,1,12,203.17053166414894
Banana Leaf,Vancouver,49.26302,-123.1225,3.7,0,18,47.78477201639204
Gyu-Kaku Japanese BBQ,Vancouver,49.28031,-123.12467,4.0,1,37,69.91408107937275
Caveman Cafe,Vancouver,49.280802324947445,-123.10703500282293,4.4,1,42,10.85113292041144
Oyster Express,Vancouver,49.2792784082144,-123.097397130932,4.5,1,16,22.003842126836325
Sushi Jin,Vancouver,49.2795794102629,-123.123817518353,4.6,1,49,47.667898302436555
Kook Korean BBQ,Vancouver,49.26894,-123.04565,4.2,1,0,94.1170448428135
Score on Davie,Vancouver,49.2823221457395,-123.134614739512,4.3,1,7,30.701075416589315
Pholicious,Vancouver,49.28297,-123.11279,4.3,1,55,21.585621394134222
Wow Full Noodle House,Vancouver,49.28255,-123.1145,4.7,1,61,83.57977716485672
Meat & Bread,Vancouver,49.2826255017147,-123.109336831057,4.2,1,53,56.99281447592099
Brunch,Vancouver,49.2778182,-123.1254634,4.5,1,46,87.20789157676604
Zakkushi on Denman,Vancouver,49.291208,-123.136248,4.2,1,23,23.621919993353757
Fat Mao,Vancouver,49.27881,-123.09893,4.0,1,16,52.158278640314904
Skewers Souvlaki Pita Bar,Vancouver,49.28317,-123.10286,4.6,1,28,86.19663424731543
Ray's,Vancouver,49.275365,-123.121483,4.4,1,39,93.73612079133005
The Greek By Anatoli,Vancouver,49.276285,-123.1197178,3.8,0,47,100.89878998112509
Song,Vancouver,49.2629749,-123.0986667,4.4,1,14,52.72525838719499
Vij's Restaurant,Vancouver,49.25754,-123.11479,4.0,1,8,43.33110703812407
Maenam,Vancouver,49.26787,-123.1488979,3.9,0,12,67.60757269014788
Zoomak Korean Tavern,Vancouver,49.28343,-123.10292,4.2,1,28,115.43124261321321
Osteria Savio Volpe,Vancouver,49.2574913,-123.0909344,4.2,1,6,72.80815574264885
Mr Shawarma,Vancouver,49.28526,-123.12075,4.4,1,55,41.06660257254003
Yolks ,Vancouver,49.278737,-123.128973,4.5,1,27,8.127355921869666
New Fuji,Vancouver,49.27082027992868,-123.14700923860072,4.3,1,12,173.76365364293565
Jinmi,Vancouver,49.27852246473989,-123.1143514,4.6,1,46,31.65348298490941
Fable Diner,Vancouver,49.2630749,-123.1019822,3.9,0,11,88.13699893877123
Le Petit Belge,Vancouver,49.278975790117805,-123.116520502828,4.2,1,48,26.71819240997117
Alley 16,Vancouver,49.257017,-123.11474,4.6,1,8,19.86118842075381
Teahouse in Stanley Park,Vancouver,49.3012529987012,-123.157079257071,4.1,1,0,1563.4447259947315
New Town Bakery & Restaurant,Vancouver,49.280153,-123.101201,3.8,0,30,50.7245616612047
La Taqueria Pinche Taco Shop,Vancouver,49.263617,-123.112593,4.2,1,19,135.11039422200693
Horin Tonkotsu Ramen ,Vancouver,49.28617,-123.12749,4.2,1,27,13.16158346915599
Dynasty Seafood Restaurant,Vancouver,49.2635999,-123.12138,3.6,0,23,41.61266752301832
Earls Kitchen + Bar,Vancouver,49.285968141691775,-123.12656576441812,3.8,0,27,14.360533121604128
International Food Fair,Vancouver,49.28533,-123.11718,3.8,0,52,66.97086827985915
TAKO,Vancouver,49.278816,-123.1078822,4.0,1,32,38.02049646676038
Vonns,Vancouver,49.28724,-123.14124,4.5,1,6,21.324130578282826
Jerusalem Shawarma,Vancouver,49.280356,-123.118634,4.6,1,60,79.17196714434743
Bahar Cafe,Vancouver,49.28069,-123.11846,4.8,1,60,40.01429986914926
Maxine's Cafe & Bar,Vancouver,49.27807,-123.13131,4.3,1,16,26.11326286821928
Big Way Hot Pot,Vancouver,49.281753,-123.120701,4.1,1,54,39.97699612425684
Burgoo Bistros,Vancouver,49.25765498958033,-123.100815,3.9,0,9,59.3212968188686
Axum Restaurant,Vancouver,49.2814936637038,-123.07779582314,4.4,1,3,8.60155182250483
Sushi Hil,Vancouver,49.2554661,-123.1011451,4.6,1,10,52.47978886595308
Meat & Bread,Vancouver,49.2872146,-123.1188744,4.0,1,43,74.44711069775016
Indian Roti Kitchen,Vancouver,49.25901,-123.11538,4.5,1,16,35.4263187794138
Market Grill,Vancouver,49.2726237,-123.1356235,4.0,1,12,366.86505866204004
Emeri Matcha Bar,Vancouver,49.25985515950016,-123.10136160271884,4.6,1,13,7.584487682214264
Mean Poutine,Vancouver,49.2794438014385,-123.123368918896,3.9,0,56,83.29187982832238
Tre Viet,Vancouver,49.28812950568292,-123.1403068,4.7,1,10,48.315688769045465
Toshi Sushi,Vancouver,49.256699,-123.101936,4.3,1,10,63.83441263172546
Ramen DANBO - Kitsilano,Vancouver,49.26828,-123.146431,4.3,1,14,20.83910023200747
Haliná,Vancouver,49.281312044621686,-123.0557762,4.6,1,5,28.387054766357945
Gotham Steakhouse & Bar,Vancouver,49.28290359590047,-123.115883832301,4.1,1,59,24.873761004165587
Steamworks,Vancouver,49.28498,-123.11084,3.6,0,41,33.36907493013415
Thierry,Vancouver,49.2848818,-123.1228949,4.0,1,44,85.16217353199482
Seasons In the Park,Vancouver,49.2416705486198,-123.112535476685,4.0,1,0,289.3920187613742
Ignite Pizzeria,Vancouver,49.27724,-123.11858,4.6,1,54,124.9590460025596
Dante Italian Sandwich,Vancouver,49.279199,-123.116803,4.3,1,51,39.916334740519694
Los Elotes,Vancouver,49.26332,-123.11646,5.0,1,23,3.5225922915261574
Caffe La Tana,Vancouver,49.2788597356837,-123.070581380828,4.5,1,4,24.31930414469531
Japadog,Vancouver,49.285942555161974,-123.1123797035985,4.1,1,47,14.877413256176009
Wang's Shanghai Cuisine,Vancouver,49.232843,-123.034814,4.3,1,5,76.830240166278
Cuchillo,Vancouver,49.283262611469,-123.098110155039,4.2,1,19,4.732010368068061
Takenaka Uni Bar,Vancouver,49.283034,-123.1030239,4.5,1,28,74.55375186789615
Pho 37,Vancouver,49.28909,-123.13232,4.6,1,26,23.334727955288802
Granville Kebab & Poutine,Vancouver,49.279271,-123.123571,4.7,1,57,79.4407198122366
Perfecto Cafe,Vancouver,49.276804,-123.125213,4.1,1,43,42.372934368297024
Yasma,Vancouver,49.293372954206546,-123.1321844713631,4.4,1,17,141.00287075200177
Portuguese Club of Vancouver,Vancouver,49.2744271,-123.0693279,3.6,0,3,78.87500519046954
Batard Boulangerie & Cafe Moderne,Vancouver,49.2495337429805,-123.089919893626,4.4,1,4,38.60414619244038
Captain's Oven Pizza,Vancouver,49.287574432889535,-123.121025,4.5,1,39,85.29436458306465
The Morrissey Pub,Vancouver,49.2769058,-123.1268211,3.7,0,37,61.32194013531494
Green Leaf Sushi,Vancouver,49.2642679,-123.1801,3.9,0,0,96.55363894239433
KINTON RAMEN ROBSON,Vancouver,49.27955,-123.117318,4.4,1,57,89.04726163170261
Torafuku,Vancouver,49.27589499983855,-123.09961118220762,3.8,0,10,64.59302327058757
Chili Pepper House,Vancouver,49.236254639793266,-123.04171146419895,3.8,0,3,55.21784703979876
Saba Foods,Vancouver,49.260076553366275,-123.13904964662748,4.4,1,2,42.21255074231568
Palate Kitchen,Vancouver,49.286282,-123.115634,4.1,1,46,115.9995307421984
Straight Outta Brooklyn NYC Pizzeria,Vancouver,49.2791165,-123.1166227,4.1,1,49,26.57271239776389
The 515 bar,Vancouver,49.283842,-123.1144244,4.7,1,55,61.39761343851785
Social Corner,Vancouver,49.2785831916346,-123.118480343303,3.6,0,51,172.82426498816096
Browns Socialhouse QE Theatre,Vancouver,49.279919,-123.112788,4.3,1,53,27.764172840862194
Oceans 999,Vancouver,49.2881297,-123.1148699,3.5,0,34,177.4790549006326
Marugame Udon,Vancouver,49.2801931,-123.11028743227573,4.0,1,47,39.891791210975384
Van Tea Cafe,Vancouver,49.233265,-123.1013951,3.8,0,0,12.272217024823014
The Farmhouse,Vancouver,49.26185879464837,-123.09710762514682,4.0,1,13,116.8107816722688
Yama Cafe,Vancouver,49.2813049,-123.0632877,4.4,1,1,78.63223868086577
Ukrainian Village,Vancouver,49.2914123,-123.1358196,4.1,1,22,20.654445739245887
Nero Waffles,Vancouver,49.2907208,-123.1339952,4.3,1,23,60.22554573243856
The Dirty Apron Delicatessen,Vancouver,49.2805632,-123.1091772,4.5,1,44,96.99520847529543
Moltaqa Moroccan Restaurant,Vancouver,49.27642,-123.11897,3.8,0,50,65.39879127580586
Siegel's Bagels,Vancouver,49.2726237,-123.1356235,3.9,0,12,366.86505866204004
Kulinarya,Vancouver,49.2744901,-123.0693269,4.0,1,4,71.90279679396212
Giardino,Vancouver,49.276991,-123.1301021,3.9,0,15,124.7071399330007
Pho Khanh Express,Vancouver,49.2763,-123.11561,4.4,1,34,53.310125257652864
European Breads,Vancouver,49.2463202,-123.0899976,3.7,0,4,22.59492681620373
AJ's Brooklyn Pizza Joint,Vancouver,49.2629437687572,-123.098307028413,4.2,1,14,30.96969023904767
Oddfish,Vancouver,49.2708136,-123.1475237,4.1,1,12,173.35448344019647
Moose's Down Under,Vancouver,49.285638,-123.11634,3.9,0,51,65.60564823224279
Acquafarina,Vancouver,49.281192528357174,-123.11539859159646,4.1,1,58,30.927711481519104
Western Lake Chinese Seafood Restaurant,Vancouver,49.23933628972885,-123.0655687885182,4.0,1,2,36.825757840003504
Breakfast Table,Vancouver,49.25855,-123.13856,4.3,1,2,27.90070349350148
MamaLee,Vancouver,49.27961961550342,-123.108583,4.3,1,37,54.39267739421313
Osaka Teppanyaki Steak & Seafood House,Vancouver,49.263417,-123.1453266,3.9,0,1,24.622629599187647
Le Parfait,Vancouver,49.27914137816261,-123.1171837,4.6,1,52,67.07960951795658
Shiok Singapore Cuisine,Vancouver,49.2469321,-123.0693059,3.8,0,1,33.97956968858394
Bam Bam,Vancouver,49.27884508068396,-123.1128639450468,4.4,1,48,67.13861792975753
Pizza Rubato Napoletana,Vancouver,49.2635503,-123.1170685,4.3,1,23,50.05391513370496
Shiro,Vancouver,49.25796735722776,-123.11460624110458,4.1,1,9,69.383026615694
Fuwa Fuwa,Vancouver,49.28874,-123.13151,4.0,1,26,64.24548355791134
Homer St. Cafe and Bar,Vancouver,49.27842589023651,-123.11812388962127,3.8,0,50,157.1460427080893
Paul's Omelettery Restaurant,Vancouver,49.26597,-123.1389,3.9,0,7,53.447771013200246
Unchai Thai Restaurant,Vancouver,49.265112,-123.145913,4.4,1,7,145.42869715916842
Vancouver European Deli,Vancouver,49.2820012,-123.1339713,4.2,1,8,28.83180255842788
Ash Street Bistro,Vancouver,49.233925,-123.118871,4.2,1,1,95.34511548905608
Nana's Green Tea,Vancouver,49.267587,-123.1086543,4.2,1,3,178.42535179216435
The Keg Steakhouse + Bar,Vancouver,49.28602851408301,-123.12446573128037,4.1,1,31,82.37466953270008
Xin Chào,Vancouver,49.2626123961945,-123.11515357347383,4.1,1,21,23.014529264933575
Landmark Hotpot House,Vancouver,49.2498660758194,-123.11556053834,3.9,0,0,55.13900154827208
Pizzeria Ludica,Vancouver,49.2800427277576,-123.108486811639,4.0,1,41,91.1827877740829
A.Bento,Vancouver,49.263164,-123.118857,3.9,0,27,59.231475012495146
Italian Kitchen,Vancouver,49.2825685,-123.1236112,3.8,0,46,37.65176997702649
Whole Food Market,Vancouver,49.2640495,-123.1150513,3.9,0,20,47.80106632351413
Le Marché St. George,Vancouver,49.2456344,-123.0941734,4.1,1,3,290.3267117542322
Cafe & Life Co.,Vancouver,49.265218,-123.116184,4.5,1,20,80.51223806682377
Perfecto Cafe,Vancouver,49.28871769896423,-123.1314811,4.9,1,26,67.48825242440192
New Amsterdam Café,Vancouver,49.283004,-123.110008,3.9,0,52,21.622189402728136
Breka Bakery & Cafe,Vancouver,49.2857242811844,-123.1271553452,3.9,0,28,38.03449187077022
Trafiq Cafe & Bakery,Vancouver,49.2474862,-123.1011218,4.4,1,6,109.07476380875701
Caffe Di Beppe,Vancouver,49.28235624721356,-123.1045101,4.3,1,39,13.103100949256625
Bread x Butter Cafe,Vancouver,49.2841611,-123.1199654,4.0,1,58,53.83437557798638
Terra Breads,Vancouver,49.27144458615277,-123.1067987907931,3.9,0,2,231.27163287249448
Mercato Di Luigi,Vancouver,49.259654006064046,-123.0913247,4.5,1,9,166.15979196441452
The Flying Whale Waterfront Cafe,Vancouver,49.2892871686,-123.110275449,4.4,1,13,300.3398140374412
Crackle Creme,Vancouver,49.27776,-123.0981399,4.3,1,13,92.61955974144102
Broye Cafe & Bakery,Vancouver,49.285311,-123.117205,4.3,1,52,65.9391971442138
Their There,Vancouver,49.2679649501648,-123.151158941154,4.2,1,13,27.532232653138315
Aiyaohno Cafe,Vancouver,49.28108,-123.1049,4.6,1,40,42.08049998408069
Cafe Kitsune,Vancouver,49.2843189,-123.10811606730482,4.1,1,45,126.01318692826405
Nonna's Cucina,Vancouver,49.280915,-123.060235,4.5,1,4,38.363346951684704
Hunnybee,Vancouver,49.2778557236571,-123.097276474569,4.0,1,13,58.177246037886434
Café Portrait,Vancouver,49.2881056129168,-123.140413686633,4.3,1,10,54.35843505071338
Marché Mon Pitou,Vancouver,49.2654349,-123.1357134,4.2,1,4,192.7447407540763
The Golden Horn Turkish Bakery & Cafe,Vancouver,49.25981092848732,-123.11540668,4.7,1,23,38.62103190357008
Cowdog Coffee,Vancouver,49.2682421476335,-123.1486199,4.1,1,13,88.47572774588312
Honeybrew,Vancouver,49.27770339765184,-123.1269430835161,4.1,1,37,17.1768403322199
7 Days Coffee,Vancouver,49.2762673787726,-123.11571355470014,4.6,1,34,59.133156707870604
To Live For Bakery,Vancouver,49.27121199258215,-123.0565958,4.6,1,0,146.33019450738036
Dutch Wooden Shoe Cafe,Vancouver,49.2560017,-123.114899418709,3.8,0,7,63.34546632142724
Convivial Cafe and Bakery,Vancouver,49.2675426,-123.1196639,4.7,1,7,142.76806319664792
Truck Stop Cafe,Vancouver,49.2754522,-123.0771151,4.3,1,2,20.432294854874304
Saunter Coffee,Vancouver,49.2825165,-123.1112558,4.5,1,53,9.648950234817377
Sio Bread,Vancouver,49.2788451,-123.09957643313524,4.4,1,15,13.844576099776946
Caffe Mira,Vancouver,49.2787456,-123.129878,4.3,1,27,25.469735034824225
Mishmish,Vancouver,49.25398,-123.09019,4.5,1,6,14.729684762512884
JJ Bean Coffee Roasters,Vancouver,49.287471,-123.116865,3.8,0,42,110.38428584974305
Greenhorn Cafe,Vancouver,49.2866689,-123.1341521,4.1,1,26,320.22547462333034
Annabelle's,Vancouver,49.27908159282256,-123.10187134891748,4.8,1,27,143.41276618006808
Caffe Mira,Vancouver,49.2568399,-123.10088,4.2,1,10,17.820810163324396
Halfday Tea + Flower,Vancouver,49.2635709085802,-123.124036450926,4.1,1,15,86.65648717447714
Catfe,Vancouver,49.28029,-123.10675,3.5,0,41,68.91756015947936
Chez Nous,Vancouver,49.27446660098396,-123.12415938465575,4.2,1,28,126.76996194603973
Nīzu Cafe,Vancouver,49.28529078349641,-123.11634502209048,4.1,1,54,26.99639486240032
Wren Cafe,Vancouver,49.2763871,-123.1188171,4.3,1,45,56.16012002371709
Propaganda Coffee,Vancouver,49.2804927884879,-123.09908829727,4.0,1,25,22.037457179485838
Mah Milk Bar,Vancouver,49.271091,-123.065523,4.4,1,4,292.8593285370431
C Market Coffee,Vancouver,49.23830235993891,-123.1019412,3.7,0,0,44.74941794777198
Artigiano- Cambie,Vancouver,49.26423028055726,-123.11449449509382,4.3,1,19,44.76584690979027
Waffleland Cafe,Vancouver,49.2834917,-123.1050237,4.1,1,33,120.09531353368529
Thierry - Mount Pleasant,Vancouver,49.262040137647766,-123.09941897473132,4.0,1,14,13.25683656310414
JJ's Fine Dining,Vancouver,49.2813,-123.11124,4.5,1,55,55.13118494679265
LOT185 Cafe + Wine Bar,Vancouver,49.28971,-123.11607,4.5,1,25,350.0989032272931
Sneaky Pete's Pool Cafe,Vancouver,49.280892171875216,-123.07399213314056,4.5,1,4,53.107983174913024
93 Coffee,Vancouver,49.28853156299956,-123.1392191,4.2,1,18,32.49257446206352
Hello Kitty Cafe,Vancouver,49.28660343734038,-123.1281965598464,3.8,0,24,81.37071706793131
Legato Tea and Coffee,Vancouver,49.234794,-123.1595431,4.3,1,6,58.642033951675394
The Belgian Chocolate Cafe,Vancouver,49.27486,-123.112955,3.8,0,15,199.98271509131308
Matchstick Coffee,Vancouver,49.257302653286,-123.090361582581,3.9,0,6,32.16977667939816
Prado Cafe,Vancouver,49.2818961,-123.1074141,3.9,0,42,43.337178998586076
Rocanini Coffee Roasters,Vancouver,49.27719779103568,-123.11522535767266,4.2,1,37,90.0279762232616
Ele Cafe,Vancouver,49.263563,-123.124043,4.3,1,15,86.97871326167123
Lumine Coffee,Vancouver,49.26821520893845,-123.1496446218722,4.3,1,12,23.1441666566892
C41 Coffee,Vancouver,49.2682375,-123.1708713,4.7,1,3,147.78227390664122
Knight Street Cafe,Vancouver,49.2496779,-123.07631192270182,4.3,1,2,5.828708800699024
Social Crust,Vancouver,49.2826504,-123.1114627,4.6,1,50,20.945798372998013
Breka Bakery and Cafe,Vancouver,49.2914,-123.13592,3.9,0,23,17.796508754758495
