latitude,longitude
49.271678,-123.248276
49.274071,-123.12074
49.277967,-123.044227
49.204888,-122.95922
49.276141,-123.044245
49.269195,-123.215565
49.204111,-122.956692
49.207207,-123.015048
49.087385,-123.001796
49.052926,-122.670019
49.273888,-123.044287
49.052921,-122.677559
49.045605,-122.679872
49.272731,-123.160216
49.271997,-123.04431
49.269159,-123.044397
49.268769,-123.258526
49.163125,-123.140081
49.266425,-123.044405
49.165311,-123.140881
49.167451,-123.140099
49.170638,-123.140054
49.265468,-123.044419
49.193077,-123.124243
49.272582,-123.159332
49.220544,-122.599936
49.261461,-123.04446
49.220551,-122.604122
49.28481,-123.112535
49.091951,-122.608976
49.221507,-122.600945
49.192217,-123.149384
49.233381,-122.882642
49.228187,-122.840174
49.257863,-123.044471
49.144143,-123.001707
49.145467,-122.997441
49.144798,-123.000193
49.1461,-122.996558
49.205995,-122.911456
49.255993,-123.044447
49.28043,-122.830486
49.16621,-123.133812
49.292293,-122.851541
49.118768,-122.750999
49.11896,-122.751882
49.11889,-122.739775
49.118718,-122.741828
49.279637,-123.112669
49.254154,-123.044454
49.280182,-123.111842
49.293797,-122.790462
49.244979,-122.853637
49.23327,-123.111462
49.256481,-122.910285
49.102886,-122.723724
49.272795,-123.164773
49.252041,-123.044456
49.224605,-122.957702
49.218594,-123.01236
49.26251,-122.742419
49.154497,-122.591044
49.154475,-122.590859
49.165246,-122.945487
49.200431,-122.556568
49.250326,-123.044011
49.251452,-123.100866
49.176886,-123.136777
49.104403,-122.687502
49.111524,-122.727349
49.289064,-122.778534
49.287718,-122.778858
49.22134,-123.101649
49.262593,-123.09009
49.247621,-123.041717
49.26236,-123.088379
49.326627,-123.072103
49.119726,-122.701633
49.118016,-122.674614
49.245935,-123.041725
49.118858,-122.731356
49.244625,-123.042759
49.13118,-122.718798
49.147436,-122.755697
49.125427,-122.705308
49.123226,-122.70099
49.125368,-122.705744
49.129092,-122.71329
49.128198,-122.711511
49.244134,-123.044757
49.264155,-123.17742
49.264095,-123.173572
49.264061,-123.170799
49.193291,-123.160097
49.193297,-123.166984
49.244188,-123.042637
49.287392,-123.018147
49.287961,-123.020951
49.089916,-122.602524
49.25818,-122.875986
49.258085,-122.875359
49.074766,-122.668318
49.14855,-122.867841
49.242853,-123.043935
49.111824,-122.712514
49.11534,-122.712489
49.124045,-122.701454
49.130061,-122.701575
49.240939,-123.045765
49.129555,-122.701763
49.239532,-123.047123
49.125409,-122.701802
49.11801,-122.712661
49.115861,-122.712713
49.273529,-123.127316
49.105915,-122.732833
49.270753,-123.168323
49.238002,-123.048391
49.106322,-122.733595
49.108947,-122.733607
49.110713,-122.733614
49.219666,-122.665517
49.141079,-123.167982
49.287184,-122.82122
49.119346,-122.896549
49.237873,-123.049127
49.211415,-122.856729
49.211273,-122.86047
49.209884,-122.871326
49.209892,-122.877437
49.206998,-122.878726
49.205567,-122.880315
49.206094,-122.870306
49.205673,-122.881086
49.206293,-122.879697
49.209825,-122.877824
49.209761,-122.869055
49.21115,-122.86105
49.210982,-122.856425
49.1187,-122.724987
49.118673,-122.730037
49.118669,-122.719315
49.118811,-122.720802
49.216815,-122.664953
49.2198,-122.665955
49.102443,-122.664137
49.104567,-122.631667
49.235635,-123.05558
49.104374,-122.631454
49.091147,-122.965068
49.106195,-123.078934
49.226003,-123.11584
49.104386,-122.66168
49.103695,-122.660498
49.233499,-123.055616
49.317462,-123.035802
49.258778,-123.238774
49.168184,-122.983805
49.168304,-122.989641
49.167469,-122.987092
49.232902,-123.055955
49.331576,-123.154757
49.334493,-123.153657
49.338154,-123.167739
49.351835,-123.13938
49.200053,-123.009524
49.232926,-123.059252
49.200111,-123.004741
49.195097,-122.994272
49.133711,-123.066813
49.232961,-123.062675
49.159552,-123.018922
49.114079,-122.80117
49.159374,-123.017739
49.232565,-123.065972
49.160346,-123.012722
49.107891,-123.078681
49.111885,-123.077396
49.112105,-123.074987
49.110769,-123.072289
49.108765,-123.073358
49.249415,-123.115245
49.268877,-123.168389
49.238656,-123.051416
49.214781,-122.999097
49.242949,-123.118428
49.237495,-123.1158
49.238762,-123.116678
49.241409,-123.11818
49.251472,-123.115164
49.253194,-123.07613
49.094553,-122.817737
49.253243,-123.115102
49.23999,-123.046457
49.255125,-123.115019
49.349419,-123.163179
49.225333,-123.10178
49.268688,-123.100898
49.267232,-123.033871
49.256943,-123.101068
49.340168,-123.16795
49.241376,-123.045131
49.344317,-123.172086
49.349093,-123.177404
49.344757,-123.167619
49.339827,-123.168067
49.313876,-123.056468
49.122855,-122.651312
49.126159,-122.65239
49.243327,-123.043266
49.122624,-122.65547
49.126205,-122.656122
49.126097,-122.655204
49.125763,-122.66044
49.125666,-122.651682
49.123038,-122.659893
49.126123,-122.659202
49.1225,-122.655434
49.122894,-122.651491
49.247362,-123.041531
49.29406,-122.828689
49.363354,-123.382981
49.249584,-123.042078
49.389048,-123.356496
49.220209,-122.489886
49.230066,-123.116096
49.188232,-122.949453
49.187932,-122.947272
49.045489,-122.789656
49.212634,-123.116832
49.321866,-122.855639
49.250252,-123.043622
49.277676,-122.84529
49.215412,-123.116683
49.219328,-123.116528
49.265203,-122.771539
49.310917,-123.08258
49.3111,-123.082393
49.311066,-123.082557
49.159567,-123.01418
49.25187,-123.044248
49.130262,-122.717088
49.213825,-123.117204
49.176466,-122.669453
49.082328,-123.004148
49.336386,-123.038189
49.254646,-123.044228
49.189699,-122.847774
49.189684,-122.847558
49.336608,-123.038743
49.199,-122.849243
49.219454,-122.597616
49.219451,-122.59727
49.21945,-122.596908
49.219453,-122.596658
49.219508,-122.596543
49.255753,-123.044185
49.2195,-122.596741
49.219505,-122.597034
49.219502,-122.597301
49.221514,-122.657617
49.26203,-123.099601
49.189504,-122.890486
49.266274,-123.168483
49.257532,-123.044132
49.041661,-122.781829
49.044326,-122.785455
49.04026,-122.780259
49.259567,-123.044122
49.204438,-122.874861
49.191357,-122.804448
49.163406,-123.134015
49.26226,-123.044122
49.238723,-123.031266
49.265469,-123.079456
49.243038,-123.00393
49.199857,-122.949711
49.264174,-123.04414
49.132811,-122.842877
49.266066,-123.044136
49.300494,-123.133742
49.326813,-123.139026
49.204326,-122.875671
49.26794,-123.044107
49.267917,-122.948703
49.256014,-123.235156
49.25626,-123.235061
49.269832,-123.044037
49.255111,-123.23773
49.255309,-123.235823
49.32131,-122.967914
49.25714,-123.139365
49.257415,-123.137767
49.258059,-123.184455
49.257785,-123.184606
49.271682,-123.044039
49.212012,-122.918751
49.253683,-122.918013
49.253798,-122.918198
49.221343,-122.659857
49.282713,-123.099741
49.109605,-123.078431
49.273636,-123.044011
49.263904,-123.16196
49.369621,-123.423063
49.369605,-123.422849
49.359252,-123.395036
49.380591,-123.348916
49.388766,-123.35714
49.386314,-123.337463
49.386453,-123.337859
49.276287,-123.043972
49.37214,-123.362562
49.372008,-123.36208
49.395748,-123.362859
49.395711,-123.363022
49.388426,-123.324435
49.399938,-123.320649
49.399891,-123.320499
49.265107,-122.771589
49.401676,-123.365576
49.27755,-123.126971
49.264268,-123.168373
49.278605,-123.043931
49.26148,-122.956905
49.276328,-123.215494
49.155985,-122.922785
49.240146,-123.075958
49.239826,-123.06484
49.240241,-123.089815
49.240276,-123.076877
49.257204,-123.15198
49.256969,-123.127706
49.240047,-123.064935
49.257525,-123.167913
49.257005,-123.11568
49.240577,-123.101925
49.257181,-123.12688
49.240373,-123.090765
49.257372,-123.153431
49.205109,-122.65821
49.191259,-122.543079
49.191681,-122.556945
49.191399,-122.555849
49.194563,-122.55666
49.260673,-123.153185
49.196694,-122.556844
49.191378,-122.548252
49.191251,-122.547082
49.262988,-123.258481
49.257427,-123.16452
49.257689,-123.178434
49.257062,-123.120455
49.257435,-123.15827
49.257961,-123.178447
49.257239,-123.146565
49.257758,-123.165382
49.268649,-123.182096
49.240633,-123.105056
49.239843,-123.059192
49.240505,-123.104966
49.257003,-123.153073
49.239712,-123.058302
49.240064,-123.070849
49.271904,-123.203022
49.271953,-123.203426
49.274502,-123.209135
49.268799,-123.200827
49.240485,-123.097295
49.240328,-123.085243
49.257121,-123.146366
49.255057,-123.153065
49.240161,-123.079787
49.240296,-123.080645
49.240343,-123.096513
49.25729,-123.157508
49.240204,-123.085349
49.274065,-123.205593
49.274742,-123.211352
49.257964,-123.134406
49.273327,-123.205803
49.275093,-123.212054
49.253174,-123.153131
49.217262,-122.55709
49.268954,-123.200702
49.192111,-123.166629
49.118939,-122.84458
49.119156,-122.801633
49.118971,-122.800293
49.162839,-122.846907
49.162673,-122.844815
49.251152,-123.153241
49.225156,-122.593812
49.263351,-123.11645
49.124879,-123.095713
49.318958,-123.091092
49.319125,-123.091999
49.248502,-123.033956
49.246798,-123.033962
49.044149,-123.103979
49.26049,-123.033896
49.258988,-123.114893
49.243313,-123.109291
49.261885,-123.16835
49.242588,-123.108805
49.25846,-123.115193
49.202444,-122.980895
49.247775,-122.906818
49.262582,-122.781227
49.214859,-122.631998
49.244919,-123.153466
49.219437,-122.689445
49.264156,-123.167544
49.262435,-122.756225
49.227391,-122.688831
49.332349,-123.12048
49.277999,-123.115404
49.242695,-123.15359
49.119202,-122.889329
49.119211,-122.868362
49.11921,-122.823839
49.11903,-122.822749
49.118845,-122.662805
49.118329,-122.65485
49.162097,-122.891347
49.161822,-122.903023
49.161581,-122.901189
49.239992,-123.155467
49.161878,-122.889466
49.16248,-122.867443
49.1627,-122.868798
49.162559,-122.856225
49.162721,-122.857787
49.162869,-122.835189
49.162665,-122.778041
49.042229,-123.10061
49.119126,-122.878389
49.23803,-123.155552
49.119039,-122.817258
49.119374,-122.885001
49.119188,-122.884112
49.119321,-122.87962
49.119023,-122.811664
49.032523,-123.079626
49.119015,-122.828345
49.031664,-123.079833
49.236097,-123.155609
49.118983,-122.833824
49.04222,-123.100801
49.118962,-122.839451
49.119261,-122.873924
49.11907,-122.872796
49.163321,-122.879546
49.163112,-122.878587
49.16318,-122.876738
49.234313,-123.155698
49.162923,-122.875631
49.163008,-122.874051
49.162761,-122.873004
49.162668,-122.862857
49.162537,-122.861926
49.162762,-122.853323
49.162599,-122.852365
49.162859,-122.840254
49.162674,-122.840568
49.162846,-122.785836
49.232443,-123.155746
49.162711,-122.784548
49.162857,-122.773792
49.162709,-122.772688
49.162892,-122.768302
49.119209,-122.81291
49.119209,-122.818379
49.119192,-122.829275
49.119172,-122.834752
49.11915,-122.840539
49.241059,-123.032729
49.241397,-123.033186
49.242748,-123.035635
49.240302,-123.030526
49.242237,-123.035603
49.185533,-122.539793
49.183936,-122.53176
49.183928,-122.523166
49.183889,-122.513136
49.180279,-122.507126
49.180253,-122.497519
49.179048,-122.490194
49.261653,-123.003137
49.261672,-123.003477
49.226121,-122.992052
49.319395,-123.018759
49.276599,-122.834269
49.31939,-123.018631
49.260158,-123.168427
49.226773,-123.155273
49.31787,-123.023891
49.043519,-122.790761
49.213373,-122.919768
49.054115,-122.876249
49.025614,-123.079669
49.278907,-122.841931
49.133314,-123.181409
49.256969,-123.121578
49.224918,-123.154675
49.252766,-123.115379
49.08981,-122.603095
49.245537,-123.11525
49.106556,-123.074226
49.222481,-123.1524
49.288846,-123.125208
49.264477,-123.114982
49.109481,-123.072531
49.110991,-123.072164
49.110197,-123.078514
49.112018,-123.076321
49.106991,-123.079004
49.264648,-123.114622
49.274886,-122.79928
49.177082,-122.66547
49.113418,-122.680068
49.398198,-123.247558
49.43045,-123.23386
49.420432,-123.232905
49.306379,-122.840343
49.306399,-122.840471
49.310197,-122.843823
49.216794,-123.149023
49.111237,-122.689257
49.309844,-122.843398
49.18603,-123.144086
49.168512,-123.136367
49.240725,-122.579556
49.195053,-123.127304
49.168747,-123.13555
49.195114,-123.126817
49.258342,-122.749997
49.195229,-123.126551
49.209087,-123.116823
49.209383,-123.116116
49.195366,-123.126635
49.169628,-123.124772
49.173922,-123.150998
49.195004,-123.127081
49.265937,-123.116053
49.278865,-122.82742
49.2139,-123.148557
49.266245,-123.115944
49.325675,-123.088428
49.205381,-123.130464
49.315354,-123.056611
49.119029,-122.660877
49.177479,-122.664276
49.195144,-123.127071
49.195246,-123.126904
49.195565,-123.126212
49.195652,-123.125982
49.213182,-123.146293
49.195515,-123.125911
49.282462,-123.118283
49.282352,-123.118143
49.274467,-123.122124
49.274508,-123.122015
49.266616,-123.115218
49.266557,-123.115527
49.262684,-123.114856
49.262725,-123.114753
49.213522,-123.143433
49.249186,-123.115716
49.249172,-123.115228
49.233747,-123.116422
49.233731,-123.116176
49.225743,-123.116752
49.225709,-123.116289
49.209661,-123.117078
49.209663,-123.116921
49.195558,-123.126076
49.195514,-123.126006
49.20325,-123.132871
49.184,-123.136398
49.183991,-123.13622
49.174762,-123.136507
49.174766,-123.136322
49.168092,-123.136247
49.168092,-123.136174
49.196715,-123.146335
49.196655,-123.146307
49.193053,-123.157851
49.19293,-123.157884
49.257261,-123.168508
49.232713,-123.06505
49.194189,-123.178251
49.194152,-123.178254
49.285139,-123.114206
49.285093,-123.114139
49.24101,-122.579718
49.225496,-122.601234
49.252969,-122.893126
49.2797,-122.82696
49.232817,-123.06167
49.274863,-123.122521
49.274278,-123.121876
49.151339,-122.668413
49.082361,-122.820319
49.258332,-122.753993
49.232788,-123.058373
49.23703,-123.020478
49.239663,-123.019922
49.242674,-123.019874
49.240426,-123.019753
49.23903,-123.019776
49.321443,-122.968697
49.237291,-123.019798
49.120824,-122.69564
49.232754,-123.054813
49.017925,-122.794242
49.118438,-122.690508
49.236949,-123.022912
49.274016,-123.121965
49.232722,-123.051214
49.270517,-123.255442
49.226473,-123.116241
49.232715,-123.04831
49.262826,-123.11464
49.233712,-123.117599
49.263107,-123.114283
49.232892,-123.045427
49.126433,-122.686138
49.199988,-122.924574
49.024089,-122.801225
49.126318,-122.690377
49.323076,-123.0996
49.169554,-123.140355
49.23288,-123.042556
49.16465,-123.140684
49.172095,-123.144162
49.171509,-123.164587
49.172083,-123.141228
49.232892,-123.039828
49.185927,-123.135488
49.180026,-123.136477
49.166706,-123.141002
49.163531,-123.134652
49.169358,-123.136381
49.186808,-123.1343
49.17237,-123.136488
49.174387,-123.136617
49.233197,-123.036985
49.162461,-122.972288
49.170303,-123.137351
49.170599,-123.124413
49.257816,-123.168896
49.28425,-122.827325
49.2631,-123.138458
49.253362,-122.765311
49.293831,-122.789324
49.252057,-122.76242
49.177735,-123.136489
49.473887,-123.242343
49.184607,-123.13351
49.133691,-123.02195
49.14587,-122.667983
49.113367,-122.890245
49.263948,-123.154464
49.262551,-123.099412
49.210159,-122.678408
49.206702,-122.678412
49.204363,-122.678366
49.202814,-122.679862
49.285445,-123.11425
49.212039,-122.586191
49.260192,-123.097102
49.285242,-123.113584
49.263413,-122.857007
49.263329,-122.846029
49.258948,-123.095429
49.258921,-122.956096
49.258862,-122.956938
49.006584,-123.074177
49.257418,-123.092371
49.256214,-123.089018
49.169765,-123.136665
49.269179,-123.145428
49.29023,-123.133644
49.283556,-123.123086
49.288152,-123.130152
49.289693,-123.132542
49.266846,-123.24331
49.200713,-122.785073
49.19845,-122.778802
49.252628,-123.081356
49.192019,-122.789624
49.198763,-122.78323
49.198434,-122.789854
49.202377,-122.786447
49.202113,-122.789933
49.082271,-123.009464
49.08237,-123.010562
49.260754,-123.240994
49.257845,-123.170847
49.250834,-123.077633
49.240435,-123.101853
49.314479,-122.848991
49.314596,-122.850069
49.249736,-123.075484
49.187397,-122.550454
49.254132,-123.010837
49.24866,-123.072988
49.173647,-122.970671
49.215947,-123.090881
49.280462,-123.100263
49.247719,-123.070924
49.280837,-123.112004
49.282782,-123.115596
49.225913,-123.109025
49.213958,-122.899656
49.214217,-122.899827
49.246508,-123.068314
49.170215,-123.125653
49.219164,-123.150433
49.277987,-123.127052
49.248581,-122.843968
49.157771,-123.136495
49.027511,-122.803368
49.452388,-123.236624
49.38635,-123.25838
49.458538,-123.236819
49.459217,-123.235617
49.243693,-122.888382
49.23835,-122.878382
49.284791,-123.116768
49.292774,-122.785177
49.292973,-122.785615
49.225691,-122.688711
49.23728,-123.048397
49.278573,-123.130164
49.122709,-123.096987
49.23406,-122.860509
49.106067,-122.730864
49.236159,-123.045333
49.313465,-122.923185
49.244874,-122.77348
49.045456,-122.782014
49.124011,-122.685224
49.123365,-122.685416
49.119498,-122.685263
49.253232,-122.765066
49.235786,-123.041963
49.125636,-122.685414
49.199471,-123.001482
49.199096,-123.000877
49.04548,-122.78672
49.32935,-123.117663
49.210486,-123.065448
49.262213,-123.068963
49.262426,-123.069432
49.234792,-123.037515
49.162744,-122.767094
49.162727,-122.789547
49.123019,-122.70188
49.306304,-123.036502
49.306096,-123.034951
49.30749,-123.04116
49.307195,-123.040888
49.257904,-123.174638
49.233886,-123.035646
49.312833,-123.040448
49.308077,-123.040574
49.309636,-123.04053
49.308549,-123.040349
49.310559,-123.040304
49.262416,-123.06875
49.133456,-123.096357
49.11122,-122.685449
49.232943,-123.033767
49.224856,-123.050858
49.133542,-122.695491
49.133647,-122.696881
49.168577,-122.976893
49.280948,-123.008143
49.254781,-123.021521
49.177126,-122.674441
49.253539,-123.019687
49.231987,-123.031656
49.233193,-123.101267
49.240272,-123.053886
49.161565,-122.918523
49.160605,-122.920855
49.160274,-122.922146
49.161813,-122.914927
49.233207,-123.102082
49.28074,-123.107725
49.210454,-122.9168
49.282472,-123.11137
49.325441,-123.121059
49.326787,-123.119438
49.22879,-122.847955
49.289741,-123.12775
49.182379,-123.136778
49.324577,-123.122926
49.282004,-123.10684
49.232257,-123.022286
49.23874,-122.862739
49.24395,-122.720621
49.253669,-122.742982
49.23189,-122.793288
49.232578,-123.018383
49.193248,-122.80216
49.232758,-123.015229
49.325824,-123.129537
49.238127,-123.031478
49.326637,-123.128681
49.323931,-123.105534
49.263527,-122.880581
49.232443,-123.012252
49.20024,-123.005536
49.211448,-122.923688
49.181509,-123.11413
49.229898,-122.856097
49.234857,-122.864253
49.176937,-122.755946
49.176935,-122.745267
49.176933,-122.740806
49.177145,-122.74656
49.231667,-123.00953
49.177143,-122.742181
49.153728,-122.97802
49.127257,-122.823409
49.124838,-122.823411
49.249867,-122.762534
49.245108,-123.114568
49.266048,-122.996995
49.220551,-123.054963
49.184659,-122.834043
49.230995,-123.007485
49.177565,-122.880597
49.033307,-122.801052
49.176898,-122.735989
49.282879,-123.118524
49.168435,-123.136682
49.32437,-123.105025
49.229565,-123.005715
49.201085,-122.914339
49.201472,-122.911997
49.200804,-122.912513
49.201037,-122.912095
49.20088,-122.912854
49.20106,-122.913116
49.201379,-122.913535
49.201571,-122.91343
49.227271,-123.006974
49.197107,-122.851009
49.197675,-122.85073
49.069471,-122.537577
49.323979,-123.11116
49.263761,-123.154831
49.175231,-122.845616
49.318001,-123.087729
49.318364,-123.088085
49.008379,-123.042847
49.226085,-123.002888
49.220672,-122.929105
49.045508,-122.795077
49.045693,-122.794792
49.045452,-122.778308
49.045669,-122.783338
49.045537,-122.76737
49.045649,-122.779859
49.228005,-123.007012
49.045669,-122.775851
49.045695,-122.768899
49.045761,-122.757816
49.045595,-122.756255
49.04613,-122.691326
49.045753,-122.692166
49.048942,-122.691575
49.230542,-123.00553
49.052486,-122.691608
49.059741,-122.691638
49.118307,-122.67461
49.045525,-122.800528
49.045701,-122.798085
49.045676,-122.790735
49.247646,-123.232002
49.254064,-123.23498
49.231423,-123.008159
49.254485,-123.235195
49.244392,-123.044987
49.195649,-123.125757
49.189461,-122.849708
49.200807,-122.912785
49.280434,-122.959531
49.080954,-123.002068
49.232216,-123.010599
49.081159,-123.001684
49.124033,-122.800828
49.103889,-122.668931
49.175934,-122.733272
49.232908,-123.016178
49.221301,-122.689721
49.021959,-123.072799
49.242957,-122.719855
49.19488,-123.127321
49.26581,-123.248129
49.265923,-123.247364
49.304406,-122.838698
49.159711,-122.660703
49.159965,-122.660566
49.232527,-123.022197
49.160528,-122.660365
49.16069,-122.660274
49.160693,-122.660159
49.160518,-122.660253
49.160288,-122.660329
49.160115,-122.660383
49.232402,-123.024096
49.159698,-122.660586
49.15953,-122.660673
49.266906,-123.09471
49.156153,-122.667754
49.139025,-122.736472
49.155167,-122.668315
49.190921,-122.801015
49.030998,-122.784269
49.031144,-122.785238
49.135118,-122.901365
49.282924,-122.828278
49.104457,-122.868058
49.289497,-123.023179
49.104514,-122.867495
49.053205,-122.691408
49.169851,-123.035007
49.169937,-123.035897
49.126646,-122.701633
49.212748,-122.898522
49.164206,-122.660614
49.191588,-122.934168
49.233186,-123.033761
49.151842,-122.943273
49.14952,-122.943221
49.006806,-123.129744
49.153627,-122.944322
49.151122,-122.943536
49.148663,-122.94348
49.133491,-122.840565
49.234462,-123.036193
49.133098,-122.842704
49.132578,-122.842905
49.159231,-122.867853
49.158447,-122.868154
49.327137,-123.138513
49.326699,-123.141262
49.233838,-123.036343
49.198765,-122.841931
49.219851,-123.065682
49.134871,-123.064805
49.266554,-123.001462
49.266239,-123.000899
49.267569,-123.003374
49.268608,-123.003388
49.233084,-123.03794
49.159084,-122.666944
49.280741,-123.126502
49.189133,-122.847582
49.233031,-123.040741
49.157514,-122.939862
49.263529,-122.876334
49.263666,-122.877786
49.263627,-122.881123
49.126705,-122.690739
49.253375,-123.16787
49.233057,-123.043713
49.130327,-122.690724
49.133016,-122.690955
49.129682,-122.690987
49.133736,-122.691418
49.133757,-122.802055
49.215907,-122.924286
49.133659,-122.822719
49.133635,-122.811447
49.216205,-122.923443
49.23303,-123.046378
49.214252,-122.927079
49.230419,-122.859689
49.108819,-122.836312
49.223902,-122.92304
49.232858,-123.049155
49.045743,-122.714058
49.045614,-122.69634
49.045639,-122.712661
49.045637,-122.723889
49.045731,-122.724831
49.185358,-122.948641
49.188643,-122.806529
49.320065,-123.091862
49.235237,-123.038053
49.074116,-122.800969
49.134132,-123.092199
49.176639,-122.756708
49.224405,-122.691016
49.277828,-122.846536
